alt event	gene name	gene type	event type	overlaps with	overlap gene	P val up	P val down	min p val	rank up	rank down	min rank	Q val up	Q val down	min Q val
alt_region_10209	AT1G05900	mRNA	exon_skip	None	None	1	0.437511	0.437511	11455	8810	8810	1	1	1
alt_region_1021	AT1G64600	mRNA	intron_ret	None	None	1	0.683964	0.683964	11455	11661	11455	1	1	1
alt_region_10210	AT1G05900	mRNA	exon_skip	None	None	0.063643	1	0.063643	2999	15386	2999	0.412596	1	0.412596
alt_region_10211	AT1G05900	mRNA	exon_skip	None	None	1	0.436353	0.436353	11455	8806	8806	1	1	1
alt_region_10212	AT1G05900	mRNA	exon_skip	None	None	0.076243	1	0.076243	3191	15386	3191	0.461743	1	0.461743
alt_region_10213	AT1G06220	mRNA	exon_skip	None	None	0.084177	1	0.084177	3286	15386	3286	0.490394	1	0.490394
alt_region_10214	AT1G06290	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10215	AT1G06290	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10216	AT1G06500	mRNA	exon_skip	mRNA	AT1G06515	1	0.506805	0.506805	11455	9617	9617	1	1	1
alt_region_10217	AT1G06500	mRNA	exon_skip	mRNA	AT1G06515	1	0.669313	0.669313	11455	11480	11455	1	1	1
alt_region_10218	AT1G06500	mRNA	exon_skip	mRNA	AT1G06515	1	0.858273	0.858273	11455	13708	11455	1	1	1
alt_region_10219	AT1G06630	mRNA	exon_skip	None	None	0.654445	1	0.654445	8327	15386	8327	1	1	1
alt_region_1022	AT1G64810	mRNA	intron_ret	None	None	1	0.848434	0.848434	11455	13592	11455	1	1	1
alt_region_10220	AT1G06630	mRNA	exon_skip	transposon_fragment	AT1TE06655:AT1TE06650	1	0.24631	0.24631	11455	6397	6397	1	0.900963	0.900963
alt_region_10221	AT1G06630	mRNA	exon_skip	transposon_fragment	AT1TE06655:AT1TE06650	1	0.24631	0.24631	11455	6397	6397	1	0.900963	0.900963
alt_region_10222	AT1G06670	mRNA	exon_skip	None	None	0.367463	1	0.367463	5927	15386	5927	1	1	1
alt_region_10223	AT1G06960	mRNA	exon_skip	None	None	0.86852	1	0.86852	10221	15386	10221	1	1	1
alt_region_10224	AT1G07119	ncRNA	exon_skip	mRNA	AT1G07120	1	1	1	11455	15386	11455	1	1	1
alt_region_10225	AT1G07170	mRNA	exon_skip	None	None	0.689382	1	0.689382	8622	15386	8622	1	1	1
alt_region_10226	AT1G07170	mRNA	exon_skip	None	None	0.442334	1	0.442334	6533	15386	6533	1	1	1
alt_region_10227	AT1G07470	mRNA	exon_skip	None	None	1	0.093453	0.093453	11455	4018	4018	1	0.52097	0.52097
alt_region_10228	AT1G07470	mRNA	exon_skip	None	None	1	0.187909	0.187909	11455	5559	5559	1	0.783807	0.783807
alt_region_10229	AT1G07705	mRNA	exon_skip	None	None	1	0.018133	0.018133	11455	2113	2113	1	0.17632	0.17632
alt_region_1023	AT1G64840	mRNA	intron_ret	None	None	1	0.520215	0.520215	11455	9734	9734	1	1	1
alt_region_10230	AT1G07890	mRNA	exon_skip	None	None	1	0.243158	0.243158	11455	6352	6352	1	0.894318	0.894318
alt_region_10231	AT1G07890	mRNA	exon_skip	None	None	1	0.742722	0.742722	11455	12282	11455	1	1	1
alt_region_10232	AT1G07890	mRNA	exon_skip	None	None	1	0.861952	0.861952	11455	13763	11455	1	1	1
alt_region_10233	AT1G07890	mRNA	exon_skip	None	None	1	0.635241	0.635241	11455	11074	11074	1	1	1
alt_region_10234	AT1G07890	mRNA	exon_skip	None	None	1	0.332419	0.332419	11455	7506	7506	1	1	1
alt_region_10235	AT1G07890	mRNA	exon_skip	None	None	1	0.873771	0.873771	11455	13923	11455	1	1	1
alt_region_10236	AT1G07890	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10237	AT1G07960	mRNA	exon_skip	None	None	0.378507	1	0.378507	6022	15386	6022	1	1	1
alt_region_10238	AT1G07990	mRNA	exon_skip	None	None	0.005871	1	0.005871	1642	15386	1642	0.078276	1	0.078276
alt_region_10239	AT1G08110	mRNA	exon_skip	None	None	1	0.531251	0.531251	11455	9867	9867	1	1	1
alt_region_1024	AT1G65270	mRNA	intron_ret	None	None	1	0.735545	0.735545	11455	12211	11455	1	1	1
alt_region_10240	AT1G08300	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10241	AT1G08300	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10242	AT1G08300	mRNA	exon_skip	None	None	0.645714	1	0.645714	8261	15386	8261	1	1	1
alt_region_10243	AT1G08300	mRNA	exon_skip	None	None	0.320839	1	0.320839	5567	15386	5567	1	1	1
alt_region_10244	AT1G08420	mRNA	exon_skip	None	None	0.317095	1	0.317095	5538	15386	5538	1	1	1
alt_region_10245	AT1G08520	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10246	AT1G08600	mRNA	exon_skip	None	None	0.060867	1	0.060867	2966	15386	2966	0.399847	1	0.399847
alt_region_10247	AT1G08680	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10248	AT1G08680	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10249	AT1G08680	mRNA	exon_skip	None	None	0.25124	1	0.25124	4984	15386	4984	0.910172	1	0.910172
alt_region_1025	AT1G65270	mRNA	intron_ret	None	None	0.375523	1	0.375523	5995	15386	5995	1	1	1
alt_region_10250	AT1G08680	mRNA	exon_skip	None	None	0.595757	1	0.595757	7803	15386	7803	1	1	1
alt_region_10251	AT1G08890	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10252	AT1G08960	mRNA	exon_skip	None	None	0.191379	1	0.191379	4421	15386	4421	0.791335	1	0.791335
alt_region_10253	AT1G09645	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10254	AT1G09645	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10255	AT1G09645	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10256	AT1G09645	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10257	AT1G10050	mRNA	exon_skip	None	None	0.011249	1	0.011249	1878	15386	1878	0.12758	1	0.12758
alt_region_10258	AT1G10050	mRNA	exon_skip	None	None	0.000673	1	0.000673	996	15386	996	0.015539	1	0.015539
alt_region_10259	AT1G10130	mRNA	exon_skip	None	None	1	0.293814	0.293814	11455	7004	7004	1	0.987736	0.987736
alt_region_1026	AT1G65270	mRNA	intron_ret	None	None	0.326365	1	0.326365	5601	15386	5601	1	1	1
alt_region_10260	AT1G10130	mRNA	exon_skip	None	None	1	0.475193	0.475193	11455	9204	9204	1	1	1
alt_region_10261	AT1G10130	mRNA	exon_skip	None	None	1	0.475193	0.475193	11455	9204	9204	1	1	1
alt_region_10262	AT1G10570	mRNA	exon_skip	None	None	1	0.51507	0.51507	11455	9693	9693	1	1	1
alt_region_10263	AT1G10570	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10264	AT1G10600	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10265	AT1G10600	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10266	AT1G10600	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10267	AT1G10600	mRNA	exon_skip	None	None	1	0.318605	0.318605	11455	7347	7347	1	1	1
alt_region_10268	AT1G10890	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10269	AT1G11060	mRNA	exon_skip	None	None	1	0.35103	0.35103	11455	7708	7708	1	1	1
alt_region_1027	AT1G65390	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10270	AT1G11060	mRNA	exon_skip	None	None	1	0.561008	0.561008	11455	10227	10227	1	1	1
alt_region_10271	AT1G11650	mRNA	exon_skip	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_10272	AT1G11650	mRNA	exon_skip	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_10273	AT1G11660	mRNA	exon_skip	None	None	0.585234	1	0.585234	7722	15386	7722	1	1	1
alt_region_10274	AT1G11790	mRNA	exon_skip	None	None	1	0.059087	0.059087	11455	3314	3314	1	0.392064	0.392064
alt_region_10275	AT1G12250	mRNA	exon_skip	None	None	1	0.026282	0.026282	11455	2404	2404	1	0.228036	0.228036
alt_region_10276	AT1G12470	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10277	AT1G12470	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10278	AT1G12770	mRNA	exon_skip	mRNA	AT1G12760	1	0.063391	0.063391	11455	3390	3390	1	0.411715	0.411715
alt_region_10279	AT1G13060	mRNA	exon_skip	None	None	1	0.12848	0.12848	11455	4635	4635	1	0.632111	0.632111
alt_region_1028	AT1G65410	mRNA	intron_ret	None	None	0.620969	1	0.620969	8016	15386	8016	1	1	1
alt_region_10280	AT1G13635	mRNA	exon_skip	None	None	1	0.529234	0.529234	11455	9840	9840	1	1	1
alt_region_10281	AT1G13820	mRNA	exon_skip	None	None	1	0.066612	0.066612	11455	3465	3465	1	0.424481	0.424481
alt_region_10282	AT1G13820	mRNA	exon_skip	None	None	1	0.020366	0.020366	11455	2193	2193	1	0.191287	0.191287
alt_region_10283	AT1G13950	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10284	AT1G13960	mRNA	exon_skip	None	None	0.042791	1	0.042791	2697	15386	2697	0.318232	1	0.318232
alt_region_10285	AT1G14310	mRNA	exon_skip	None	None	1	0.762226	0.762226	11455	12572	11455	1	1	1
alt_region_10286	AT1G14310	mRNA	exon_skip	None	None	1	0.73549	0.73549	11455	12209	11455	1	1	1
alt_region_10287	AT1G15110	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10288	AT1G15110	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10289	AT1G15110	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_1029	AT1G65483	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10290	AT1G15120	mRNA	exon_skip	None	None	1	0.000007	0.000007	11455	267	267	1	0.0004	0.0004
alt_region_10291	AT1G15120	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10292	AT1G15240	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10293	AT1G15240	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10294	AT1G15860	mRNA	exon_skip	None	None	1	0.832306	0.832306	11455	13385	11455	1	1	1
alt_region_10295	AT1G16020	mRNA	exon_skip	None	None	0.417352	1	0.417352	6364	15386	6364	1	1	1
alt_region_10296	AT1G16040	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10297	AT1G16040	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10298	AT1G16040	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10299	AT1G16540	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_103	AT1G04080	mRNA	intron_ret	None	None	1	0.012639	0.012639	11455	1838	1838	1	0.138544	0.138544
alt_region_1030	AT1G65500	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10300	AT1G16560	mRNA	exon_skip	None	None	0.170899	1	0.170899	4220	15386	4220	0.743233	1	0.743233
alt_region_10301	AT1G16560	mRNA	exon_skip	None	None	0.147966	1	0.147966	4009	15386	4009	0.683431	1	0.683431
alt_region_10302	AT1G16560	mRNA	exon_skip	None	None	0.240323	1	0.240323	4900	15386	4900	0.88947	1	0.88947
alt_region_10303	AT1G16560	mRNA	exon_skip	None	None	0.252586	1	0.252586	4995	15386	4995	0.912726	1	0.912726
alt_region_10304	AT1G16560	mRNA	exon_skip	None	None	0.106927	1	0.106927	3562	15386	3562	0.566387	1	0.566387
alt_region_10305	AT1G16825	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10306	AT1G16960	mRNA	exon_skip	None	None	1	0.19488	0.19488	11455	5670	5670	1	0.79821	0.79821
alt_region_10307	AT1G17330	mRNA	exon_skip	None	None	1	0.036776	0.036776	11455	2737	2737	1	0.286657	0.286657
alt_region_10308	AT1G17350	mRNA	exon_skip	None	None	1	0.060183	0.060183	11455	3339	3339	1	0.396347	0.396347
alt_region_10309	AT1G17350	mRNA	exon_skip	None	None	1	0.120208	0.120208	11455	4469	4469	1	0.60965	0.60965
alt_region_1031	AT1G65510	mRNA	intron_ret	None	None	0.898318	1	0.898318	10529	15386	10529	1	1	1
alt_region_10310	AT1G17460	mRNA	exon_skip	None	None	0.883896	1	0.883896	10376	15386	10376	1	1	1
alt_region_10311	AT1G17680	mRNA	exon_skip	None	None	1	0.972974	0.972974	11455	15072	11455	1	1	1
alt_region_10312	AT1G17730	mRNA	exon_skip	None	None	0.000068	1	0.000068	660	15386	660	0.002519	1	0.002519
alt_region_10313	AT1G18390	mRNA	exon_skip	ncRNA	AT1G18382	1	0.000001	0.000001	11455	1	1	1	0.000077	0.000077
alt_region_10314	AT1G18390	mRNA	exon_skip	ncRNA	AT1G18382	1	0.267773	0.267773	11455	6683	6683	1	0.940902	0.940902
alt_region_10315	AT1G18620	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10316	AT1G18620	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10317	AT1G18630	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10318	AT1G18700	mRNA	exon_skip	None	None	1	0.01452	0.01452	11455	1938	1938	1	0.151598	0.151598
alt_region_10319	AT1G18750	mRNA	exon_skip	None	None	1	0.628365	0.628365	11455	10976	10976	1	1	1
alt_region_1032	AT1G66180	mRNA	intron_ret	None	None	1	0.373076	0.373076	11455	8012	8012	1	1	1
alt_region_10320	AT1G18900	mRNA	exon_skip	mRNA	AT1G18910	0.02124	1	0.02124	2252	15386	2252	0.196012	1	0.196012
alt_region_10321	AT1G19080	mRNA	exon_skip	mRNA	AT1G19070	0.403014	1	0.403014	6242	15386	6242	1	1	1
alt_region_10322	AT1G19080	mRNA	exon_skip	mRNA	AT1G19070	0.220322	1	0.220322	4706	15386	4706	0.851787	1	0.851787
alt_region_10323	AT1G19080	mRNA	exon_skip	mRNA	AT1G19070	0.066304	1	0.066304	3038	15386	3038	0.423364	1	0.423364
alt_region_10324	AT1G19100	mRNA	exon_skip	None	None	1	0.555056	0.555056	11455	10169	10169	1	1	1
alt_region_10325	AT1G19120	mRNA	exon_skip	None	None	1	0.429022	0.429022	11455	8726	8726	1	1	1
alt_region_10326	AT1G19396	mRNA	exon_skip	mRNA	AT1G19394:AT1G19397	1	0.112575	0.112575	11455	4358	4358	1	0.585173	0.585173
alt_region_10327	AT1G19800	mRNA	exon_skip	None	None	0.69482	1	0.69482	8670	15386	8670	1	1	1
alt_region_10328	AT1G19800	mRNA	exon_skip	None	None	0.553128	1	0.553128	7464	15386	7464	1	1	1
alt_region_10329	AT1G20540	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_1033	AT1G66180	mRNA	intron_ret	None	None	1	0.293604	0.293604	11455	6999	6999	1	0.98749	0.98749
alt_region_10330	AT1G20540	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10331	AT1G20540	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10332	AT1G20540	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10333	AT1G20640	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10334	AT1G20780	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10335	AT1G20920	mRNA	exon_skip	transposon_fragment	AT1TE23520:AT1TE23525	0.722407	1	0.722407	8883	15386	8883	1	1	1
alt_region_10336	AT1G20920	mRNA	exon_skip	transposon_fragment	AT1TE23520:AT1TE23525	0.376872	1	0.376872	6007	15386	6007	1	1	1
alt_region_10337	AT1G21400	mRNA	exon_skip	None	None	0.000269	1	0.000269	843	15386	843	0.007471	1	0.007471
alt_region_10338	AT1G21400	mRNA	exon_skip	None	None	0.932195	1	0.932195	10862	15386	10862	1	1	1
alt_region_10339	AT1G21690	mRNA	exon_skip	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_1034	AT1G66180	mRNA	intron_ret	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10340	AT1G21720	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10341	AT1G21720	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10342	AT1G21720	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10343	AT1G21750	mRNA	exon_skip	None	None	1	0.707812	0.707812	11455	11934	11455	1	1	1
alt_region_10344	AT1G21930	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10345	AT1G21930	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10346	AT1G22450	mRNA	exon_skip	None	None	0.000002	1	0.000002	346	15386	346	0.000143	1	0.000143
alt_region_10347	AT1G22740	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10348	AT1G23180	mRNA	exon_skip	None	None	1	0.512663	0.512663	11455	9668	9668	1	1	1
alt_region_10349	AT1G23730	mRNA	exon_skip	None	None	1	0.000009	0.000009	11455	277	277	1	0.000497	0.000497
alt_region_1035	AT1G66180	mRNA	intron_ret	None	None	0.882281	1	0.882281	10357	15386	10357	1	1	1
alt_region_10350	AT1G23730	mRNA	exon_skip	None	None	0.702836	1	0.702836	8732	15386	8732	1	1	1
alt_region_10351	AT1G23820	mRNA	exon_skip	None	None	0.000008	1	0.000008	455	15386	455	0.000447	1	0.000447
alt_region_10352	AT1G23820	mRNA	exon_skip	None	None	0.000006	1	0.000006	432	15386	432	0.000351	1	0.000351
alt_region_10353	AT1G24490	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10354	AT1G24706	mRNA	exon_skip	None	None	0.000001	1	0.000001	1	15386	1	0.000077	1	0.000077
alt_region_10355	AT1G24706	mRNA	exon_skip	None	None	0.000002	1	0.000002	346	15386	346	0.000143	1	0.000143
alt_region_10356	AT1G26470	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10357	AT1G26670	mRNA	exon_skip	None	None	1	0.044242	0.044242	11455	2924	2924	1	0.325123	0.325123
alt_region_10358	AT1G26670	mRNA	exon_skip	None	None	1	0.044229	0.044229	11455	2922	2922	1	0.325115	0.325115
alt_region_10359	AT1G26730	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_1036	AT1G66180	mRNA	intron_ret	None	None	0.889509	1	0.889509	10434	15386	10434	1	1	1
alt_region_10360	AT1G26730	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10361	AT1G27320	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10362	AT1G27520	mRNA	exon_skip	None	None	1	0.760454	0.760454	11455	12537	11455	1	1	1
alt_region_10363	AT1G27520	mRNA	exon_skip	None	None	0.935657	1	0.935657	10904	15386	10904	1	1	1
alt_region_10364	AT1G27630	mRNA	exon_skip	None	None	0.445674	1	0.445674	6558	15386	6558	1	1	1
alt_region_10365	AT1G27980	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10366	AT1G27980	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10367	AT1G28090	mRNA	exon_skip	None	None	0.915052	1	0.915052	10682	15386	10682	1	1	1
alt_region_10368	AT1G28350	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10369	AT1G30400	mRNA	exon_skip	None	None	1	0.726161	0.726161	11455	12122	11455	1	1	1
alt_region_1037	AT1G66180	mRNA	intron_ret	None	None	0.970101	1	0.970101	11229	15386	11229	1	1	1
alt_region_10370	AT1G30400	mRNA	exon_skip	None	None	1	0.726032	0.726032	11455	12121	11455	1	1	1
alt_region_10371	AT1G30400	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10372	AT1G30400	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10373	AT1G30400	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10374	AT1G30450	mRNA	exon_skip	None	None	1	0.477435	0.477435	11455	9234	9234	1	1	1
alt_region_10375	AT1G30450	mRNA	exon_skip	None	None	1	0.472783	0.472783	11455	9172	9172	1	1	1
alt_region_10376	AT1G30450	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10377	AT1G30620	mRNA	exon_skip	None	None	1	0.009158	0.009158	11455	1682	1682	1	0.109188	0.109188
alt_region_10378	AT1G30660	mRNA	exon_skip	None	None	1	0.782829	0.782829	11455	12816	11455	1	1	1
alt_region_10379	AT1G30825	mRNA	exon_skip	None	None	1	0.935609	0.935609	11455	14673	11455	1	1	1
alt_region_1038	AT1G66180	mRNA	intron_ret	None	None	0.965616	1	0.965616	11183	15386	11183	1	1	1
alt_region_10380	AT1G31190	mRNA	exon_skip	None	None	1	0.717494	0.717494	11455	12030	11455	1	1	1
alt_region_10381	AT1G31360	mRNA	exon_skip	None	None	1	0.691716	0.691716	11455	11764	11455	1	1	1
alt_region_10382	AT1G31420	mRNA	exon_skip	None	None	0.011887	1	0.011887	1908	15386	1908	0.132867	1	0.132867
alt_region_10383	AT1G31780	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10384	AT1G31870	mRNA	exon_skip	None	None	0.005797	1	0.005797	1633	15386	1633	0.077638	1	0.077638
alt_region_10385	AT1G31885	mRNA	exon_skip	transposon_fragment	AT1TE37040:AT1TE37045:AT1TE37050	0.695032	1	0.695032	8675	15386	8675	1	1	1
alt_region_10386	AT1G31910	mRNA	exon_skip	pseudogenic_transcript:transposon_fragment	AT1TE37075:AT1G31900	1	0.879737	0.879737	11455	13990	11455	1	1	1
alt_region_10387	AT1G31910	mRNA	exon_skip	pseudogenic_transcript:transposon_fragment	AT1TE37075:AT1G31900	1	0.877091	0.877091	11455	13961	11455	1	1	1
alt_region_10388	AT1G31910	mRNA	exon_skip	pseudogenic_transcript:transposon_fragment	AT1TE37075:AT1G31900	0.962854	1	0.962854	11164	15386	11164	1	1	1
alt_region_10389	AT1G31910	mRNA	exon_skip	pseudogenic_transcript:transposon_fragment	AT1TE37075:AT1G31900	1	1	1	11455	15386	11455	1	1	1
alt_region_1039	AT1G66540	mRNA	intron_ret	None	None	1	0.534768	0.534768	11455	9908	9908	1	1	1
alt_region_10390	AT1G31910	mRNA	exon_skip	pseudogenic_transcript:transposon_fragment	AT1TE37075:AT1G31900	1	0.922269	0.922269	11455	14528	11455	1	1	1
alt_region_10391	AT1G31910	mRNA	exon_skip	pseudogenic_transcript:transposon_fragment	AT1TE37075:AT1G31900	0.988558	1	0.988558	11381	15386	11381	1	1	1
alt_region_10392	AT1G31910	mRNA	exon_skip	None	None	1	0.001774	0.001774	11455	999	999	1	0.032962	0.032962
alt_region_10393	AT1G31910	mRNA	exon_skip	None	None	1	0.004071	0.004071	11455	1292	1292	1	0.060563	0.060563
alt_region_10394	AT1G31910	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10395	AT1G32230	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10396	AT1G32230	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10397	AT1G32230	mRNA	exon_skip	None	None	1	0.225585	0.225585	11455	6099	6099	1	0.862408	0.862408
alt_region_10398	AT1G32230	mRNA	exon_skip	None	None	1	1	1	11455	15386	11455	1	1	1
alt_region_10399	AT1G32230	mRNA	exon_skip	None	None	1	0.225585	0.225585	11455	6099	6099	1	0.862408	0.862408
alt_region_104	AT1G04080	mRNA	intron_ret	None	None	1	0.010347	0.010347	11455	1734	1734	1	0.119718	0.119718
alt_region_1040	AT1G66540	mRNA	intron_ret	None	None	1	0.041025	0.041025	11455	2833	2833	1	0.309316	0.309316
alt_region_10400	AT1G32700	mRNA	exon_skip	None	None	0.431162	1	0.431162	6464	15386	6464	1	1	1
alt_region_10401	AT1G32810	mRNA	exon_skip	None	None	0.251082	1	0.251082	4981	15386	4981	0.909997	1	0.909997
alt_region_10402	AT1G32950	mRNA	exon_skip	None	None	0.892576	1	0.892576	10471	15386	10471	1	1	1
alt_region_10403	AT1G33110	mRNA	exon_skip	None	None	0.994772	1	0.994772	11418	15386	11418	1	1	1
alt_region_10404	AT1G33230	mRNA	exon_skip	None	None	1	0.162404	0.162404	11455	5179	5179	1	0.722646	0.722646
alt_region_10405	AT1G33265	mRNA	exon_skip	None	None	0.608927	1	0.608927	7906	15386	7906	1	1	1
alt_region_10406	AT1G33290	mRNA	exon_skip	None	None	0.507764	1	0.507764	7082	15386	7082	1	1	1
alt_region_10407	AT1G33680	mRNA	exon_skip	mRNA:transposon_fragment	AT1TE39630:AT1G33700	0.00386	1	0.00386	1476	15386	1476	0.058281	1	0.058281
alt_region_10408	AT1G33680	mRNA	exon_skip	mRNA:transposon_fragment	AT1TE39630:AT1G33700	0.003837	1	0.003837	1474	15386	1474	0.058039	1	0.058039
alt_region_10409	AT1G33980	mRNA	exon_skip	None	None	1	0.035886	0.035886	11455	2703	2703	1	0.282586	0.282586
